singer;singer_link;category;category_link;music_name;music_link;lyrics;is_pt;transformed;reduce;len
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Balanço, Rede e Mar;/banda-eva/balanco-rede-e-mar.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Ô ô ô ô ôô...<br/>Lembro do tempo que a gente<br/>Andava na beira da praia<br/>Catando conchinhas<br/>Pulando as ondas do mar<br/><br/>E naquele tempo tudo<br/>Parecia tocar calmaria<br/>Por mais que depressa passasse<br/>Dava pra sonhar<br/><br/>Eu fui...<br/>Fui, pedi ao astro rei<br/>Um quarto de areia<br/>E uma cama de luar<br/>Pra fazer patacundum<br/>Um groove com você<br/>Balanço, rede e mar.<br/><br/>Ôô ôô ôô</div>";;oo lembro gente andava beira praia catando conchinhas pulando ondas mar parecia tocar calmaria depressa passasse dava sonhar pedi astro rei areia cama luar patacundum groove balanco rede mar oo oo oo;oo lembro gente andava beira praia catando conchinhas pulando ondas mar parecia tocar calmaria depressa passasse dava sonhar pedi astro rei areia cama luar patacundum groove balanco rede;186
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Beleza Rara;/banda-eva/beleza-rara.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Eu não posso deixar que o tempo te leve jamais para longe de mim<br/>Pois o nosso romance minha vida é tão lindo<br/><br/>És quem manda e desmanda nesse coração que só<br/>Bate em razão de te amar<br/>Daria o mundo a você se preciso<br/><br/>Você tem o aroma das rosas, me envolve em teu<br/>Cheiro e assim faz minar<br/>A imensa vontade de estar ao seu lado<br/><br/>Nem o mar tem o brilho encantante como o dos teus olhos<br/>Minha pedra rara<br/>Eu não vou negar sem você meu mundo pára<br/><br/>Mil voltas e voltas que dei, querendo de uma vez encontrar<br/>Alguém que levasse a sério amar<br/>Mil voltas e voltas que dei, querendo de uma vez encontrar<br/>alguém igual a você beleza rara<br/><br/>Hoje sou feliz e canto<br/>Só por causa de você<br/>Hoje sou feliz, feliz e canto<br/>só porque amo,<br/>amor você</div>";Cifra ;deixar leve jamais mim romance vida lindo manda desmanda coracao bate razao amar daria mundo preciso aroma rosas envolve cheiro minar imensa vontade mar brilho encantante olhos pedra rara negar mundo voltas voltas dei querendo encontrar alguem levasse serio amar voltas voltas dei querendo encontrar alguem beleza rara hoje feliz canto causa hoje feliz feliz canto amo amor;deixar leve jamais mim romance vida lindo manda desmanda coracao bate razao amar daria mundo preciso aroma rosas envolve cheiro minar imensa vontade mar brilho encantante olhos pedra rara negar voltas dei querendo encontrar alguem levasse serio beleza hoje feliz canto causa amo amor;283
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Me Abraça;/banda-eva/me-abraca.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Quando você passa eu sinto o seu cheiro<br/>Aguça meu faro e disparo em sua caça Iaiá<br/>O tempo inteiro a te admirar<br/>Perco o tino paro de pensar<br/>Seguindo os seus passos aonde quer que vá<br/><br/>Me abraça e me beija<br/>Me chama de meu amor<br/>Me abraça e deseja<br/>Vem mostrar pra mim o seu calor (2x)<br/><br/>Eu vejo em seus braços<br/>Um laço perfeito<br/>Me dá essa chance meu bem<br/>Me veste de beijos<br/>Me dá essa chance meu bem<br/>Me cobre de beijos<br/><br/><br/>Me abraça e me beija<br/>Me chama de meu amor<br/>Me abraça e deseja<br/>Vem mostrar pra mim o seu calor<br/><br/>Me abraça e me beija<br/>Me chama de meu amor<br/>Me abraça e deseja<br/>Vem mostrar pra mim.... o seu calor<br/><br/>(Repete a música)</div>";Cifra ;passa sinto cheiro aguca faro disparo caca iaia inteiro admirar perco tino paro pensar seguindo passos aonde va abraca beija chama amor abraca deseja mostrar mim calor vejo bracos laco perfeito chance veste beijos chance cobre beijos abraca beija chama amor abraca deseja mostrar mim calor abraca beija chama amor abraca deseja mostrar mim calor repete musica;passa sinto cheiro aguca faro disparo caca iaia inteiro admirar perco tino paro pensar seguindo passos aonde va abraca beija chama amor deseja mostrar mim calor vejo bracos laco perfeito chance veste beijos cobre repete musica;226
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Anjo (parte 2);/banda-eva/anjo-parte-2.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Hoje eu acordei mais cedo e fiquei te olhando dormir.<br/>Imaginei algum suposto medo para que tão logo pudesse te cobrir.<br/>Tenho cuidado de você todo esse tempo,<br/>Você está sob meu abraço, minha proteção.<br/>Tenho visto você errar e crescer, amar e voar,<br/>Você sabe onde pousar.<br/>Ao acordar já terei partido,<br/>Ficarei de longe escondido,<br/>Mas sempre perto,<br/>Decerto, como se eu fosse humano, vivo,<br/>Vivendo para te cuidar, te proteger,<br/>Sem você me ver,<br/>Sem saber quem sou,<br/>Se sou anjo ou se sou seu amor.</div>";;hoje acordei fiquei olhando dormir imaginei algum suposto medo pudesse cobrir cuidado abraco protecao visto errar crescer amar voar pousar acordar partido ficarei escondido decerto humano vivo vivendo cuidar proteger anjo amor;hoje acordei fiquei olhando dormir imaginei algum suposto medo pudesse cobrir cuidado abraco protecao visto errar crescer amar voar pousar acordar partido ficarei escondido decerto humano vivo vivendo cuidar proteger anjo amor;226
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Encontro Marcado;/banda-eva/encontro-marcado.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Me deu saudade de você<br/>Me deu vontade de surpreender<br/>De fugir, pra ir te ver<br/>Ficar contigo, se perder<br/>Como é difícil entender...<br/>Eu sinto falta sem ao menos conhecer<br/>Talvez seja natural<br/>Você pode ter sido feita pra mim<br/>Embora não seja normal<br/>Meu coração esta dizendo sim<br/><br/>Então pra variar<br/>Me deixo levar<br/>Penso nos seus braços me abraçando<br/>Sua pele me tocando<br/>Sua boca a me beijar<br/><br/>Já me imagino o seu homem<br/>Te vendo linda e contente<br/>Já roubo o seu sobrenome<br/>Me entrego como um presente<br/><br/>E então ao chegar<br/>O nosso cheiro estará no ar<br/>Anunciando a hora de concretizar<br/>Tudo que foi planejado<br/><br/>Desde o primeiro<br/>Encontro marcado<br/>(2x)</div>";;saudade vontade surpreender fugir ficar contigo perder dificil entender sinto conhecer natural sido feita mim normal coracao dizendo variar deixo levar penso bracos abracando pele tocando boca beijar imagino homem vendo linda contente roubo sobrenome entrego presente chegar cheiro ar anunciando hora concretizar planejado encontro marcado x;saudade vontade surpreender fugir ficar contigo perder dificil entender sinto conhecer natural sido feita mim normal coracao dizendo variar deixo levar penso bracos abracando pele tocando boca beijar imagino homem vendo linda contente roubo sobrenome entrego presente chegar cheiro ar anunciando hora concretizar planejado encontro marcado x;341
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Parceria;/banda-eva/parceria.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Aconteceu do caminho encontrar você<br/>Sobrevoou borboleta encantada e tudo mais<br/>Sentava só, os seus sinais sopravam ventos de parceria<br/><br/>Tanto pra ter suas mãos e cuidar do melhor<br/>Certo de não abrir mão desse bem me quer bem<br/>Aí se fez os dois num só<br/>Bem mais que amor, mais luz<br/><br/>Eu tenho a sorte de ter você, do meu lado<br/>Eu tenho a sorte de ter você, do meu lado<br/><br/>Aconteceu do caminho encontrar você<br/>Sobrevoou borboleta encantada e tudo mais<br/>Se andava só, os seus sinais sopravam ventos de parceria<br/><br/>Tanto pra ter suas mãos e cuidar do melhor<br/>Certo de não abrir mão desse bem, me quer bem<br/>Aí se fez os dois num só<br/>Bem mais que amor, mais luz<br/><br/>Eu tenho a sorte de ter você, do meu lado<br/>Eu tenho a sorte de ter você, do meu lado</div>";;aconteceu encontrar sobrevoou borboleta encantada sentava sinais sopravam ventos parceria maos cuidar melhor certo abrir mao amor luz sorte sorte aconteceu encontrar sobrevoou borboleta encantada andava sinais sopravam ventos parceria maos cuidar melhor certo abrir mao amor luz sorte sorte;aconteceu encontrar sobrevoou borboleta encantada sentava sinais sopravam ventos parceria maos cuidar melhor certo abrir mao amor luz sorte andava;146
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Toda Linda;/banda-eva/toda-linda.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Olha lá ela passando<br/>Toda linda<br/>Ai meu Deus do céu<br/>Me leva a loucura<br/>Essa mina<br/><br/>(Diz...)<br/><br/>Olha lá ela passando<br/>Toda linda<br/>Ai meu Deus do céu<br/>Me leva a loucura<br/>Essa mina<br/><br/>Balançou o coração do seu nego<br/>Com seu jeito de me olhar<br/>To sambado de amor e desejo<br/>Você quer me alucinar<br/>Ô me diga qual é o seu nome ?<br/>Que eu cansei de perguntar<br/>Ô neguinha você mora aonde ?<br/><br/>Balançou o coração do seu nego<br/>Com seu jeito de me olhar<br/>To sambado de amor e desejo<br/>Você quer me alucinar<br/>Ô me diga qual é o seu nome ?<br/>Que eu cansei de perguntar<br/>Ô neguinha você mora aonde ?<br/><br/>Olha lá ela passando<br/>Toda linda<br/>Ai meu Deus do céu<br/>Me leva a loucura<br/>Essa mina<br/><br/>(Diz...)<br/><br/>Olha lá ela passando<br/>Toda linda<br/>Ai meu Deus do céu<br/>Me leva a loucura<br/>Essa linda.<br/><br/>Balançou o coração do seu nego<br/>Com seu jeito de me olhar<br/>To sambado de amor e desejo<br/>Você quer me alucinar<br/>Ô me diga qual é o seu nome ?<br/>Que eu cansei de perguntar<br/>Ô neguinha você mora aonde ?<br/><br/>Balançou o coração do seu nego<br/>Com seu jeito de me olhar<br/>To sambado de amor e desejo<br/>Você quer me alucinar<br/>Ô me diga qual é o seu nome ?<br/>Que eu cansei de perguntar<br/>Ô neguinha você mora aonde ?<br/><br/>Olha lá ela passando<br/>Toda linda<br/>Ai meu Deus do céu<br/>Me leva a loucura<br/>Essa mina<br/>(Diz...)<br/><br/>Olha lá ela passando<br/>Toda linda<br/>Ai meu Deus do céu<br/>Me leva a loucura<br/>Essa linda.<br/><br/>ÔOOÔO ...<br/>Essa mina ...<br/>ÔOOÔO ...<br/>Toda mina.<br/><br/>ÔOOÔO ...<br/>Essa mina...<br/>ÔOOÔO ...</div>";;olha passando linda deus ceu leva loucura mina olha passando linda deus ceu leva loucura mina balancou coracao nego jeito olhar to sambado amor desejo alucinar diga nome cansei perguntar neguinha mora aonde balancou coracao nego jeito olhar to sambado amor desejo alucinar diga nome cansei perguntar neguinha mora aonde olha passando linda deus ceu leva loucura mina olha passando linda deus ceu leva loucura linda balancou coracao nego jeito olhar to sambado amor desejo alucinar diga nome cansei perguntar neguinha mora aonde balancou coracao nego jeito olhar to sambado amor desejo alucinar diga nome cansei perguntar neguinha mora aonde olha passando linda deus ceu leva loucura mina olha passando linda deus ceu leva loucura linda ooooo mina ooooo mina ooooo mina ooooo;olha passando linda deus ceu leva loucura mina balancou coracao nego jeito olhar to sambado amor desejo alucinar diga nome cansei perguntar neguinha mora aonde ooooo;165
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Miragem;/banda-eva/miragem.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Intro:(Am7 Em7 F7+ Fm7) C F G<br/><br/><br/>Verdadeira miragem do meu dia-a-dia<br/><br/>Naufraguei nesse mar<br/><br/>Me salvei no seu coração<br/><br/>Uma estrela me guia pra ter alegria<br/><br/>Na rota desse amor<br/><br/>Navego essa paixão<br/><br/>No vai-e-vem eu vou, felicidade amor<br/><br/>Vem me dar calor<br/><br/>Amanhecer a te amar<br/><br/>Beija-me como nunca fui beijada por ninguém<br/><br/>Toca-me como a peça preciosa de cristal<br/>Ama-me com a força desse amor total<br/><br/>Diz que sou sua menina<br/><br/>Diz que sou seu carnaval<br/><br/>Junto a sua vida com o meu amor<br/><br/>Não tenho saída, sou sua, sou<br/><br/>Só quero estar contigo e ter você aqui<br/><br/>Junto a sua vida com o meu amor<br/><br/>Não tenho saída, sou sua, sou<br/><br/>Só quero estar contigo e ter você aqui<br/><br/>Ô ô ô ô ô<br/><br/>Ai ai ai ai ai</div>";;introam fm f verdadeira miragem diaadia naufraguei mar salvei coracao estrela guia alegria rota amor navego paixao vaievem felicidade amor calor amanhecer amar beijame beijada ninguem tocame peca preciosa cristal amame forca amor total menina carnaval junto vida amor saida contigo junto vida amor saida contigo;introam fm f verdadeira miragem diaadia naufraguei mar salvei coracao estrela guia alegria rota amor navego paixao vaievem felicidade calor amanhecer amar beijame beijada ninguem tocame peca preciosa cristal amame forca total menina carnaval junto vida saida contigo;266
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Pra Lá E Pra Cá;/banda-eva/pra-la-e-pra-ca.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Venha pra cá, não marque bobeira<br/>Que o meu balanço não é brincadeira!<br/><br/>Pega no timbau, caia na suingueira<br/>Com essa galera eu vou até quarta-feira<br/><br/>Pega no timbau, caia na suingueira<br/>Com essa galera eu vou até quarta-feira<br/><br/>Grite aê!<br/>Mostre as mãos!<br/>Bate palma!<br/>Sai do chão!<br/><br/>Grite aê!<br/>Mostre as mãos!<br/>Bate palma!<br/>Sai do chão!<br/><br/>Você que tá de fora se quiser pode chegar<br/>Tô de tanque cheio vem correndo decolar!<br/><br/>Todo mundo pro lado de cá<br/>Todo mundo pro lado de lá<br/>Todo mundo pro lado de cá<br/>Todo mundo pro lado de lá<br/>E dá um grito aí! (4x)<br/><br/>Todo mundo pro lado de cá<br/>Todo mundo pro lado de lá<br/>Todo mundo pro lado de cá<br/>Todo mundo pro lado de lá<br/><br/>Você que tá de fora se quiser pode chegar<br/>Tô de tanque cheio vem correndo decolar!</div>";;venha marque bobeira balanco brincadeira pega timbau caia suingueira galera quartafeira pega timbau caia suingueira galera quartafeira grite ae mostre maos bate palma sai chao grite ae mostre maos bate palma sai chao ta quiser chegar to tanque cheio correndo decolar mundo mundo mundo mundo grito mundo mundo mundo mundo ta quiser chegar to tanque cheio correndo decolar;venha marque bobeira balanco brincadeira pega timbau caia suingueira galera quartafeira grite ae mostre maos bate palma sai chao ta quiser chegar to tanque cheio correndo decolar mundo grito;190
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Alô, Paixão;/banda-eva/alo-paixao-2.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Eu não vou perder você<br/>Faz parte dessa história<br/>Revelo segredo existente em minha memória,<br/>vou aqui andando, caminhando pela vida<br/>Quero te encontrar sonhando sempre em cada esquina<br/>Vivo a embalar e dançar<br/>Em plena multidão<br/>De amor explode a paixão do meu coração.<br/><br/>2x<br/>Não vou deixar<br/>Vou me revelar pra esse amor, o o<br/><br/>Alô paixão<br/>Alô doçura<br/>Doce ilusão<br/>De um coração<br/><br/>(Repetir tudo)</div>";;perder historia revelo segredo existente memoria andando caminhando vida encontrar sonhando esquina vivo embalar dancar plena multidao amor explode paixao coracao deixar revelar amor alo paixao alo docura doce ilusao coracao repetir;perder historia revelo segredo existente memoria andando caminhando vida encontrar sonhando esquina vivo embalar dancar plena multidao amor explode paixao coracao deixar revelar alo docura doce ilusao repetir;208
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Não Precisa Mudar;/banda-eva/nao-precisa-mudar.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Não precisa mudar<br/>Vou me adaptar ao seu jeito<br/>Seus costumes, seus defeitos<br/>Seu ciúme, suas caras<br/>Pra que mudá-las?<br/><br/>Não precisa mudar<br/>Vou saber fazer o seu jogo<br/>Deixar tudo do seu gosto<br/>Sem guardar nenhuma mágoa<br/>Sem cobrar nada<br/><br/>Se eu sei que no final fica tudo bem<br/>A gente se ajeita numa cama pequena<br/>Te faço um poema e te cubro de amor<br/><br/>Então você adormece<br/>Meu coração enobrece<br/>E a gente sempre esquece<br/>De tudo o que passou...</div>";;precisa mudar adaptar jeito costumes defeitos ciume caras mudalas precisa mudar jogo deixar gosto guardar magoa cobrar fica gente ajeita cama pequena poema cubro amor adormece coracao enobrece gente esquece passou;precisa mudar adaptar jeito costumes defeitos ciume caras mudalas jogo deixar gosto guardar magoa cobrar fica gente ajeita cama pequena poema cubro amor adormece coracao enobrece esquece passou;193
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Vem Meu Amor;/banda-eva/vem-meu-amor-letras.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Quando eu te vejo paro logo em seu olhar<br/>O meu desejo é que eu possa te beijar<br/>Sentir seu corpo<br/>Me abrigar em seu calor<br/>Hoje o que eu quero é ganhar o seu amor<br/>E fico assim querendo o seu prazer<br/>Eu não consigo um minuto sem te ver<br/>Sua presença alegra meu coração<br/>E é pra você que eu canto essa canção<br/>Vem meu amor<br/>Me tirar da solidão<br/>Vem meu amor<br/>Me tirar da solidão<br/>Vem para o Olodum<br/>Vem dançar no Pelô<br/>Vem meu amor<br/>Chega pra cá me dá a mão (BIS)<br/><br/>E fico assim querendo o seu prazer<br/>Eu não consigo um minuto sem te ver<br/>Sua presença alegra meu coração<br/>E é pra você que eu canto essa canção<br/>Vem meu amor<br/>Me tirar da solidão<br/>Vem meu amor<br/>Me tirar da solidão<br/>Vem para o Olodum<br/>Vem dançar no Pelô<br/>Vem meu amor<br/>Chega pra cá me dá a mão (BIS)</div>";Cifra ;vejo paro olhar desejo possa beijar sentir corpo abrigar calor hoje ganhar amor fico querendo prazer consigo minuto presenca alegra coracao canto cancao amor tirar solidao amor tirar solidao olodum dancar amor chega mao bis fico querendo prazer consigo minuto presenca alegra coracao canto cancao amor tirar solidao amor tirar solidao olodum dancar amor chega mao bis;vejo paro olhar desejo possa beijar sentir corpo abrigar calor hoje ganhar amor fico querendo prazer consigo minuto presenca alegra coracao canto cancao tirar solidao olodum dancar chega mao bis;194
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Duas Medidas;/banda-eva/duas-medidas.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Vou levar duas medidas na balança<br/>Caminhar entre avenidas do amor<br/>Vertentes que caem do céu<br/>Colares que trançam a flor<br/>Verdades que doem no peito, a razão.<br/><br/>Bom te ver,<br/>doces momentos<br/>nessa estrada.<br/><br/>Beira-mar, acostamento já se foi<br/>Presentes que joguei no mar<br/>As flores que lá deixei<br/>Ainda me lembro como fosse hoje o adeus,voltei<br/><br/>Só vou querer ter você aqui<br/>Sorrindo te dar meu amor assim<br/>É claro que a vida ensina, a gente a ser feliz<br/><br/>E vou te amar<br/>Louco de paixão<br/>Se ainda me quer cheia de prazer<br/><br/>Eu sou um barco-a-vela<br/>E você é o vento que leva<br/>Meu coração.</div>";;levar medidas balanca caminhar avenidas amor vertentes caem ceu colares trancam flor verdades doem peito razao doces momentos estrada beiramar acostamento presentes joguei mar flores deixei lembro hoje adeusvoltei querer sorrindo amor claro vida ensina gente feliz amar louco paixao cheia prazer barcoavela vento leva coracao;levar medidas balanca caminhar avenidas amor vertentes caem ceu colares trancam flor verdades doem peito razao doces momentos estrada beiramar acostamento presentes joguei mar flores deixei lembro hoje adeusvoltei querer sorrindo claro vida ensina gente feliz amar louco paixao cheia prazer barcoavela vento leva coracao;320
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Preta;/banda-eva/preta.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Pandero dero<br/>Pandero dero...<br/><br/>Agora diz que não me quer<br/>Quer liberdade pra fazer o que quiser<br/>Oxente, quem te deu axé?<br/>Cadê a porra do juízo, perguntou José<br/>Agora diz que não me amou<br/>Que não me sufocou e quer me deixar<br/>Até pensei em me perder<br/>Mas penso em você e fico a esperar<br/><br/>Refrão:<br/>Você me disse que não vai Preta<br/>Preta Preta (4x)<br/><br/>Ate que ponto eu sou feliz?<br/>Se eu não tenho você ate pra conversar<br/>Você machuca o coração<br/>Você me dá desilusão<br/>E ao mesmo tempo paz<br/>E agora eu choro pra viver<br/>Sem ter o teu amor<br/>Sem ter o teu querer<br/>E pra cabeça respirar<br/>Eu fico na viagem de você voltar<br/><br/>Refrão:<br/>Você me disse que não vai Preta<br/>Preta Preta (4x)</div>";;pandero dero pandero dero liberdade quiser oxente axe cade porra juizo perguntou jose amou sufocou deixar pensei perder penso fico esperar refrao disse preta preta preta feliz conversar machuca coracao desilusao paz choro viver amor querer cabeca respirar fico viagem voltar refrao disse preta preta preta x;pandero dero liberdade quiser oxente axe cade porra juizo perguntou jose amou sufocou deixar pensei perder penso fico esperar refrao disse preta feliz conversar machuca coracao desilusao paz choro viver amor querer cabeca respirar viagem voltar x;246
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Gratidão;/banda-eva/gratidao.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">O encanto aconteceu<br/>Você sorriu pra mim<br/>E tudo se refez<br/>Cor de coração<br/>Quisera fazer bem<br/>E sempre ser feliz<br/>Quisera colo seu<br/>Pra dormir em paz<br/><br/>A beleza mora no sossego<br/>E a felicidade então ...<br/>E a mais bela rosa<br/>Sobre a alma<br/>Significa gratidão</div>";;encanto aconteceu sorriu mim refez cor coracao quisera feliz quisera colo dormir paz beleza mora sossego felicidade bela rosa alma significa gratidao;encanto aconteceu sorriu mim refez cor coracao quisera feliz colo dormir paz beleza mora sossego felicidade bela rosa alma significa gratidao;141
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Amor de Carnaval (Não Vá Embora);/banda-eva/amor-de-carnaval-nao-va-embora.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Não vá embora você acabou de chegar<br/>Está na hora de te encontrar pra ficarmos juntos<br/>Eu e você<br/>Quem me dera, ter um momento ao seu lado, é tudo<br/>O nosso amor vai parar o mundo<br/>No instante de nós dois nada vai separar<br/><br/>Amor de carnaval<br/>Foi intenso, foi bonito nem parece que é real<br/>Não posso mais viver 360 dias sem você<br/><br/>Quem me dera<br/>Ter um momento ao seu lado é tudo<br/>O nosso amor vai parar o mundo<br/>No instante de nós dois nada vai separar<br/><br/>Amor de carnaval<br/>Foi intenso, foi bonito nem parece que é real<br/>Não posso mais viver 360 dias sem você<br/><br/>Quero respirar teu ar<br/>Quero me entregar de vez<br/>Esse é o nosso amor<br/><br/>Amor de carnaval<br/>Foi intenso, foi bonito nem parece que é real<br/>Não posso mais viver 360 dias sem você</div>";;va acabou chegar hora encontrar ficarmos juntos dera amor parar mundo instante separar amor carnaval intenso bonito real viver dias dera amor parar mundo instante separar amor carnaval intenso bonito real viver dias respirar ar entregar amor amor carnaval intenso bonito real viver dias;va acabou chegar hora encontrar ficarmos juntos dera amor parar mundo instante separar carnaval intenso bonito real viver dias respirar ar entregar;147
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Mar Sem Fim;/banda-eva/mar-sem-fim.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Se lembra de mim<br/>Que eu lembro de você<br/>Eu lembro de te ouvir dizer<br/>Que era assim<br/>Que eu tive que cair pra me convencer<br/>Pra saber porque<br/>Toda sorte é por um triz<br/><br/>Todo acaso é sábio e diz<br/>Os segredos de Deus pra mim<br/>E transforma tudo em bem maior<br/>E você se apóia em mim<br/>Me disponho a você<br/>E a gente se protege<br/><br/>Todo amor é um mar sem fim<br/>Toda dor me faz aprendiz<br/>Todo amor é um mar sem fim<br/>Toda dor me faz aprendiz<br/><br/>Todo acaso é sábio e diz<br/>Os segredos de Deus pra mim<br/>E transforma tudo em bem maior<br/><br/>E você se apóia em mim<br/>Me disponho a você<br/>E a gente se protege<br/><br/>Todo amor é um mar sem fim<br/>Toda dor me faz aprendiz<br/>Todo amor é um mar sem fim<br/>Toda dor me faz aprendiz<br/>(2x)</div>";;lembra mim lembro lembro ouvir cair convencer sorte triz acaso sabio segredos deus mim transforma mim disponho gente protege amor mar dor aprendiz amor mar dor aprendiz acaso sabio segredos deus mim transforma mim disponho gente protege amor mar dor aprendiz amor mar dor aprendiz x;lembra mim lembro ouvir cair convencer sorte triz acaso sabio segredos deus transforma disponho gente protege amor mar dor aprendiz x;133
Banda Eva;/banda-eva/;Axé;/browse/style/axe.html;Arerê;/banda-eva/arere-letras.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Tudo que eu quero nessa vida<br/>Toda vida é amar você, amar você<br/>O seu amor é como uma chama acesa<br/>Queima de prazer, de prazer<br/>(repete)<br/>Eu já falei com Deus<br/>Que não vou te deixar<br/>Vou te levar pra onde<br/>Pra qualquer lugar<br/>Já fiz de tudo pra não te perder<br/>Arerê,<br/>Um lobby, um hobby, um love<br/>Com você, ê ê<br/>Arerê,<br/>Um lobby, um hobby, um love<br/>Com você, ê ê<br/>Cai cai cai, cai cai, cai cai pra cá<br/>Hey, hey, hey<br/>Tudo, tudo vai rolar...<br/>Arerê,<br/>Um lobby, um hobby, um love<br/>Com você, ê ê E Arerê,<br/>Um lobby, um hobby, um love<br/>Com você, ê ê</div>";Cifra ;vida vida amar amar amor chama acesa queima prazer prazer repete falei deus deixar levar fiz perder arere lobby hobby love arere lobby hobby love cai cai cai cai cai cai cai hey hey hey rolar arere lobby hobby love arere lobby hobby love;vida amar amor chama acesa queima prazer repete falei deus deixar levar fiz perder arere lobby hobby love cai hey rolar;119
Banda Grafith;/banda-grafith/;Axé;/browse/style/axe.html;O Chico Bateu No Bode;/banda-grafith/o-bode-bateu-no-bode.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Te tê teretê dudu, tê teretê dudu<br/>Te tê teretê dudu, tê teretê dudu, nina nina nina<br/><br/>Chico bateu no bode o bode bateu em Chico<br/>Chico apanhou do bode o bode apanhou de Chico<br/>Quem apartou a briga foi o bode pai de Chico<br/>Com seu nome estrambólico se chama bode brinco<br/>Levanta sacode que lá vem o bode, olha aí, corre Chico<br/>Levanta sacode que lá vem o bode, corre Chico<br/><br/>Fala mudo, utopia e tudo<br/>Vai buscar no fundo sua vez, suave vivi<br/>Fala mudo como bem queres tudo<br/>na fonte do absurdo sua vez, suave vivi.</div>";;terete dudu terete dudu terete dudu terete dudu nina nina nina chico bateu bode bode bateu chico chico apanhou bode bode apanhou chico apartou briga bode pai chico nome estrambolico chama bode brinco levanta sacode bode olha corre chico levanta sacode bode corre chico fala mudo utopia buscar fundo suave vivi fala mudo queres fonte absurdo suave vivi;terete dudu nina chico bateu bode apanhou apartou briga pai nome estrambolico chama brinco levanta sacode olha corre fala mudo utopia buscar fundo suave vivi queres fonte absurdo;178
Banda Grafith;/banda-grafith/;Axé;/browse/style/axe.html;Homem Aranha;/banda-grafith/homem-aranha.html;"<div data-plugin=""googleTranslate"" id=""lyrics"">Teia nela, teia nela, teia nela(4x)<br/><br/>Grudou, grudou, grudou, grudou, grudou, grudou<br/>Eu te peguei você gostou.<br/>Grudou, grudou, grudou, grudou, grudou<br/>Eu te peguei você gostou<br/><br/>Ô Mary Jane<br/>Deixa eu ser, seu homem-aranha<br/>Mary Jane<br/>Sei que você me ama e não me engana.<br/>Mary Jane<br/>Deixa eu ser, seu homem-aranha<br/>Mary Jane<br/>Sei que você me ama e não me engana.<br/><br/>Eu ouviu um grito (Aaah)<br/>De desespero, pensei e analisei<br/>Tá querendo meu chamego<br/>Lá em cima do prédio<br/>Ela faz um movimento<br/>Sacode e treme, pra galera do beijo-a-beijo.</div>";;teia nela teia nela teia nelax grudou grudou grudou grudou grudou grudou peguei gostou grudou grudou grudou grudou grudou peguei gostou mary jane deixa homemaranha mary jane ama engana mary jane deixa homemaranha mary jane ama engana ouviu grito aaah desespero pensei analisei ta querendo chamego predio movimento sacode treme galera beijoabeijo;teia nela nelax grudou peguei gostou mary jane deixa homemaranha ama engana ouviu grito aaah desespero pensei analisei ta querendo chamego predio movimento sacode treme galera beijoabeijo;187
